id,time,sum_flow,avg_speed,clusterID
R141_S2,2019-04-25 01:45:00,0.0,0.0,10
R142_S1,2019-04-25 01:45:00,1.0,6.0,16
R142_S2,2019-04-25 01:45:00,12.0,26.28,16
R154_S1,2019-04-25 01:45:00,1.0,0.0,17
R001_SM1,2019-04-25 02:00:00,16.0,33.3030303030303,0
R001_SM2,2019-04-25 02:00:00,1.0,3.5,0
R001_SM3,2019-04-25 02:00:00,3.0,22.8333333333333,0
R002_S1,2019-04-25 02:00:00,1.0,22.0,1
R002_S2,2019-04-25 02:00:00,0.0,0.0,1
R002_S4,2019-04-25 02:00:00,3.0,7.3333333333333295,1
R002_S5,2019-04-25 02:00:00,18.0,24.2222222222222,1
R003_SM7,2019-04-25 02:00:00,10.0,47.65,2
R003_SM8,2019-04-25 02:00:00,4.0,30.625,2
R003_SM9,2019-04-25 02:00:00,2.0,31.75,2
R028_S1,2019-04-25 02:00:00,2.0,16.0,3
R028_S2,2019-04-25 02:00:00,0.0,0.0,3
R028_S3,2019-04-25 02:00:00,3.0,29.333333333333297,3
R029_S1,2019-04-25 02:00:00,2.0,20.75,4
R029_S2,2019-04-25 02:00:00,1.0,26.0,4
R030_S2,2019-04-25 02:00:00,6.0,39.6666666666667,5
R031_S1,2019-04-25 02:00:00,3.0,24.5714285714286,5
R031_S2,2019-04-25 02:00:00,2.0,20.8,5
R032_S2,2019-04-25 02:00:00,0.0,0.0,6
R032_SM46,2019-04-25 02:00:00,0.0,0.0,6
R069_S1,2019-04-25 02:00:00,2.0,26.75,7
R069_S4,2019-04-25 02:00:00,12.0,26.879999999999995,7
R069_SM67,2019-04-25 02:00:00,5.0,21.6363636363636,7
R071_S2,2019-04-25 02:00:00,0.0,0.0,8
R074_S1,2019-04-25 02:00:00,1.0,5.0,9
R074_S3,2019-04-25 02:00:00,1.0,3.0,9
R077_S2,2019-04-25 02:00:00,0.0,34.0,10
R085_S1,2019-04-25 02:00:00,0.0,0.0,11
R085_S2,2019-04-25 02:00:00,0.0,0.0,11
R116_S1,2019-04-25 02:00:00,1.0,11.0,8
R116_S2,2019-04-25 02:00:00,1.0,3.5,8
R131_S1,2019-04-25 02:00:00,1.0,7.0,12
